neaddress,count,normalized_address,latitude,longitude
"Россия, обл. Свердловская, г. Екатеринбург, ул. Сортировочная, д. 23",6,"ул. Сортировочная Сортировочная, г. Екатеринбург",56.871872,60.530784
"Россия, обл. Новосибирская, р-н Новосибирский, п Катковский, ул. Сибирская, д. 25б,   опора, МАО (башня/мачта на пригрузах) БИК ООО",6,"ул. Сибирская Сибирская, р-н Новосибирский",54.876247,82.77139
"Россия, обл. Новосибирская, г. Новосибирск, ул. Институтская,   шахта шумоглушительная , Кровля здания <НЕ ВЫБИРАТЬ> Нужно уточнить",6,"ул. Институтская Институтская, г. Новосибирск",54.846851,83.118077
"Россия, респ. Татарстан, г. Казань, ул. Кызыл Армейская, д. 23А,   опора, Столб металлический БИК ООО",6,"ул. Кызыл Армейская Кызыл Армейская, п. Татарстан",55.620464,52.596791
"Россия, обл. Новосибирская, г. Новосибирск, ул. Большевистская, зд. 14/2, Кровля здания Прочие",6,"ул. Большевистская Большевистская, г. Новосибирск",54.804156,83.104171
"Россия, обл. Ростовская, р-н Каменский, х Гусев, ул. Молодежная,   в районе дома 1, столб, Столб железобетонный БИК ООО",6,"ул. Молодежная Молодежная, р-н Каменский",48.477607,34.017655
"Россия, обл. Новосибирская, г. Новосибирск, ул. Волочаевская,   опора, Столб металлический Балтийские Высоты ООО",6,"ул. Волочаевская Волочаевская, г. Новосибирск",55.048554,83.006731
"Россия, край Краснодарский, р-н Новопокровский, п Малокубанский, ул. Фестивальная, д. 3,   столб, Столб металлический БИК ООО",6,"ул. Фестивальная Фестивальная, р-н Новопокровский",45.98862,40.562519
"Россия, обл. Ростовская, г. Ростов-на-Дону, пр-т Королева, д. 4/к.2",6,,44.932351,7.537081
"Россия, край Краснодарский, г. Краснодар, ул. им. Дунаевского И.И., д. 10",6,"ул. им. Дунаевского И.И. им. Дунаевского И.И., г. Краснодар",45.088885,39.009036
"Россия, край Краснодарский, р-н Усть-Лабинский, ст-ца Ладожская, ул. Коншиных,   столб, Столб металлический БИК ООО",6,"ул. Коншиных Коншиных, р-н Усть-Лабинский",45.314416,39.935783
"Россия, респ. Татарстан, р-н Тукаевский, с Большая Шильна,   тер. ПК Камский, опора, Столб металлический БИК ООО",6,,44.932351,7.537081
"Россия, край Краснодарский, р-н Белоглинский, с Белая Глина,   башня, Башня РТПЦ",6,,44.932351,7.537081
"Россия, обл. Свердловская, г. Новоуральск, ул. Ленина, д. 103, Кровля здания МТС ПАО",6,"ул. Ленина Ленина, г. Новоуральск",57.237543,60.092936
"Россия, обл. Новосибирская, р-н Чулымский, г. Чулым, ул. Орджоникидзе,   0.04 км юго-восточнее дома 63, опора, Столб металлический БИК ООО",6,"ул. Орджоникидзе Орджоникидзе, р-н Чулымский",55.093633,80.943759
